gene	rho	pvalue	padj	program
CHMP4A	-0.25177807978259	0.0	0.0	late_down
C1orf122	-0.25138098782208146	0.0	0.0	late_down
HERPUD1	0.2513722520618933	0.0	0.0	late_up
NDUFB2	-0.25136136923534697	0.0	0.0	late_down
MT1F	0.2508178754581389	0.0	0.0	late_up
RBP4	0.2507219234615455	0.0	0.0	late_up
AXL	-0.2506944707400989	0.0	0.0	late_down
MAP1A	-0.2505919771811088	0.0	0.0	late_down
NDRG2	0.25039204435825513	0.0	0.0	late_up
UROS	-0.250384606373844	0.0	0.0	late_down
C1R	-0.2493449894110899	0.0	0.0	late_down
SERTAD1	0.24920282958280598	0.0	0.0	late_up
EMP3	-0.24913263126790408	0.0	0.0	late_down
PHLDA3	-0.24912687907599673	0.0	0.0	late_down
TRIB1	0.24882166808904688	0.0	0.0	late_up
EFEMP1	-0.24835213043934576	0.0	0.0	late_down
FAM3C	-0.24813621930643615	0.0	0.0	late_down
PMEPA1	0.24808927127824476	0.0	0.0	late_up
PFDN5	-0.24790651172919306	0.0	0.0	late_down
CHI3L1	-0.24757490451106098	0.0	0.0	late_down
STMN1	-0.24723699998985685	0.0	0.0	late_down
DRAM1	-0.246784383741369	0.0	0.0	late_down
BHLHE40	0.24659696535792736	0.0	0.0	late_up
TSC22D1	0.2465088025091052	0.0	0.0	late_up
GNG5	-0.24601979142018102	0.0	0.0	late_down
BAMBI	0.24588677935391257	0.0	0.0	late_up
FEZ1	-0.24567972443242836	0.0	0.0	late_down
CDH13	-0.24554840706704273	0.0	0.0	late_down
LITAF	0.24501554120039587	0.0	0.0	late_up
LYZ	0.2448529395569239	0.0	0.0	late_up
VKORC1	-0.24471692485413307	0.0	0.0	late_down
B4GALT1	-0.24463787057000672	0.0	0.0	late_down
PABPC1	0.24407947272876296	0.0	0.0	late_up
ATF4	0.2436878426466189	0.0	0.0	late_up
RRAS2	-0.24315707695472638	0.0	0.0	late_down
MDFI	0.24246795547012437	0.0	0.0	late_up
TMEM255B	-0.2415266385232645	0.0	0.0	late_down
XBP1	0.24145463004538076	0.0	0.0	late_up
HEBP2	-0.24141905758849228	0.0	0.0	late_down
NUPR1	-0.24122595391233836	0.0	0.0	late_down
IAH1	-0.2412003011384394	0.0	0.0	late_down
ATOX1	-0.24110413545214146	0.0	0.0	late_down
PTGS2	0.2408639792313386	0.0	0.0	late_up
TNC	-0.2405521031212466	0.0	0.0	late_down
HAPLN1	0.24047722370576957	0.0	0.0	late_up
CLDN11	-0.24043601956148145	0.0	0.0	late_down
SRPX	-0.24034429191722165	0.0	0.0	late_down
TSPO	-0.24023760197924365	0.0	0.0	late_down
VAT1	-0.2398846976961988	0.0	0.0	late_down
HBA2	0.23961106677985025	0.0	0.0	late_up
AP2M1	-0.23925447790510332	0.0	0.0	late_down
CD99	-0.23893274381358362	0.0	0.0	late_down
FKBP1A	-0.23855973720093113	0.0	0.0	late_down
ZFP36	0.23851891992115426	0.0	0.0	late_up
EMP1	0.238251310071412	0.0	0.0	late_up
ARL6IP5	-0.23819838584102535	0.0	0.0	late_down
WBP1	-0.23791131174606914	0.0	0.0	late_down
GADD45GIP1	-0.23787708245504097	0.0	0.0	late_down
FHL2	-0.23765549382917642	0.0	0.0	late_down
PLXDC2	0.23729166937392013	0.0	0.0	late_up
CREB3L1	-0.23716259337282197	0.0	0.0	late_down
ANAPC11	-0.23696243161983857	0.0	0.0	late_down
SRSF7	0.23679106904996025	0.0	0.0	late_up
DYNLT1	-0.2367101227340844	0.0	0.0	late_down
ANXA11	-0.23636392167487882	0.0	0.0	late_down
DCN	0.23615447426156502	0.0	0.0	late_up
CFL1	-0.23590630955190237	0.0	0.0	late_down
SPINT2	0.2355708740946099	0.0	0.0	late_up
CTSZ	-0.23550376697691805	0.0	0.0	late_down
LY96	-0.23545019717216983	0.0	0.0	late_down
ST6GALNAC6	-0.23456234612146598	0.0	0.0	late_down
