source	target	ligand_complex	receptor_complex	lr_means	cellphone_pvals	expr_prod	scaled_weight	lr_logfc	spec_weight	lrscore	specificity_rank	magnitude_rank	condition
AF_outer	Fibrochondrocyte_stressed	THBS1	PTPRJ	0.6975939	0.0	0.3930999	0.49128156706674075	0.6884805514065593	0.025590576	0.69216025	0.015267623538825359	0.6233879152982115	degenerated
NP_mature_chondrocyte	AF_outer	COL6A3	ITGA10_ITGB1	0.56692255	1.0	0.24547806	-0.23429083175424853	-0.5183053708403065	0.0044754692	0.6398724	1.0	0.6233879152982115	degenerated
NP_mature_chondrocyte	Fibroblast_like	JAM3	ITGB1	1.1300113	0.0	0.3931186	0.3411589942159904	0.2519421505508099	0.014685399	0.6921653	0.06301603697487433	0.6234731726874208	degenerated
Fibroblast_like	Fibrochondrocyte_fibroid	PIGF	FLT1	0.97373533	0.0	0.5758857	1.435721230287907	1.2377995199769727	0.07345846	0.73128676	0.00014513063316411179	0.6235519578421373	degenerated
NP_notochordal	AF_outer	LGALS3	ENG	0.6373359	1.0	0.3932856	-0.30901710414269334	-0.17967165758583226	0.004491699	0.69221056	1.0	0.6235584378497363	degenerated
NP_stressed	AF_outer	FGF13	FGFR1	0.5839198	0.0	0.22884218	0.1411388507602824	0.1656535237653513	0.009868715	0.6317479	0.18321552406294428	0.6235584378497363	degenerated
AF_outer	Macrophage_M2	HSPA1A	TLR4	0.2609663	1.0	0.055101335	-0.4805988145461802	-1.515308751905152	0.0008845236	0.45705438	1.0	0.6235647063172853	degenerated
EP_hyaline	Fibrochondrocyte_fibroid	COL1A1	ITGA5	0.5668638	0.96	0.29342166	0.023053469021380585	-0.03343101559224093	0.0054058125	0.66016096	1.0	0.6236438990345883	degenerated
Fibroblast_like	Fibrochondrocyte_stressed	SPARC	FGFR1	0.9558386	1.0	0.39336136	-0.39527719854069965	-0.8821249774917113	0.00247573	0.69223106	1.0	0.6236438990345883	degenerated
EP_hyaline	Fibroblast_like	COL5A1	ITGA11_ITGB1	0.9258909	0.0	0.8479722	0.3730929908500089	0.4207813532334864	0.029032653	0.7675682	0.015267623538825359	0.6236527380832806	degenerated
